deck,index,id,advisor,advisorName,text,leftLabel,rightLabel
"EXTRA_CARDS","26","","3","Николай Сенин","Сенин просит санкционировать тайную прослушку всех телефонов лидеров оппозиции через Pegasus-2. «Мы должны знать их планы».","Запретить слежку ФСБ","Санкционировать прослушку"
"EXTRA_CARDS","27","","3","Николай Сенин","В Чебунете завирусилось неформальное движение квадроберов. Сенин и Екатерина Пизулина считают это опасной сатанинской сектой Запада.","Провести соцопрос","Признать квадроберов экстремистами"
"EXTRA_CARDS","28","","4","Посол Сара Хартли","Хартли: западный фонд Сороса хочет открыть сеть бесплатных правовых клиник для бедных. Сенин орет о вербовочной сети шпионов.","Разрешить работу фонда","Запретить и объявить нежелательными"
"EXTRA_CARDS","29","","4","Посол Сара Хартли","Хартли: США вводят пошлины на наш алюминий. Олигарх Усманов потеряет 30% прибыли и грозит свернуть социальные программы на заводах.","Ввести пошлины на авто США","Пойти на переговоры"
"EXTRA_CARDS","30","","4","Посол Сара Хартли","Международная федерация труда требует поднять МРОТ в нашей стране до европейских $500 в месяц. Бизнес-ассоциация Усманова воет от ужаса.","Повысить МРОТ до $500","Сохранить текущий МРОТ"
"EXTRA_CARDS","31","","4","Посол Сара Хартли","Хартли предлагает программу грантов Erasmus — 5000 наших лучших студентов в год поедут учиться в Оксфорд бесплатно.","Одобрить обмен студентами","Заблокировать обмен"
"EXTRA_CARDS","32","","4","Посол Сара Хартли","Международный суд ООН в Гааге рассматривает иск соседа о спорном шельфе с газом. Хартли советует признать вердикт Гааги.","Признать решение суда","Отклонить вердикт ООН"
"EXTRA_CARDS","33","","4","Посол Сара Хартли","Фармгигант Pfizer требует признать патент на лекарство от рака. Заводы Усманова сейчас копируют его и выпускают дешевый аналог.","Признать патенты США","Отказать в признании"
"EXTRA_CARDS","34","","5","Патриарх Варсонофий","Патриарх Варсонофий предлагает ввести добровольный церковный сбор — 1% от зарплаты граждан автоматически удерживать на храмы.","Отказать церкви","Ввести сбор через налог"
"EXTRA_CARDS","35","","5","Патриарх Варсонофий","Патриарх и Екатерина Пизулина требуют ставить на каждую школьную библиотечную полку золотую печать «нравственно проверено». Директора школ уже спорят, кто оплатит печати и сейф для запрещённых оглавлений.","Отказать в печатях","Ввести печати надзора"
"EXTRA_CARDS","36","","5","Патриарх Варсонофий","Патриарх Варсонофий просит благословить и окропить святой водой новый атомный ракетный крейсер. Громов считает это отличной скрепой.","Разрешить окропление","Отказать священникам"
"EXTRA_CARDS","37","","5","Патриарх Варсонофий","Церковь требует передать ей управление государственными больницами в трех областях и выделить $100 млн на православных сестер милосердия.","Выделить $100 млн церкви","Отказать клиру жестко"
"EXTRA_CARDS","38","","6","Юлия Стрельцова","Стрельцова: молодежь массово игнорирует выборы. Она предлагает снизить избирательный возраст до 16 лет, чтобы обновить Госдуму.","Дать голос с 16 лет","Заблокировать закон"
"EXTRA_CARDS","39","","6","Юлия Стрельцова","Стрельцова требует учредить пост действительно независимого Омбудсмена по правам человека с правом инспекции тюрем без ордера.","Согласиться на реформу","Сделать пост декоративным"
"EXTRA_CARDS","40","","6","Юлия Стрельцова","Оппозиция требует вернуть прямые всенародные выборы мэров и губернаторов — сейчас вы их назначаете лично из кадрового резерва.","Вернуть выборы на местах","Сохранить вертикаль"
"EXTRA_CARDS","41","","6","Юлия Стрельцова","Стрельцова предлагает запретить чиновникам и генералам отправлять детей учиться на Запад. Артемий Лебедь орет, что его дети в Лондоне и это другое.","Запретить выезд детям элит","Отказать Стрельцовой"
"EXTRA_CARDS","42","","6","Юлия Стрельцова","Оппозиция собирает голоса в парламенте для вынесения вотума недоверия правительству Зубова. Не хватает всего трех голосов.","Купить голоса трех депутатов","Игнорировать угрозу"
"EXTRA_CARDS","43","","6","Юлия Стрельцова","Стрельцова требует ввести квоту 40% женщин в Госдуме. Сейчас в парламенте заседают почти одни старые генералы.","Поддержать женские квоты","Заблокировать проект"
"EXTRA_CARDS","44","","7","Борис Усманов","Усманов хочет снести старый советский стадион «Труд» и построить на его месте гигантский ТРЦ. Фанаты бунтуют и жгут файеры.","Запретить снос стадиона","Разрешить Усманову ТРЦ"
"EXTRA_CARDS","45","","7","Борис Усманов","Молодой олигарх-выскочка скупил блокпакет заводов Усманова через цепочку кипрских офшоров. Борис багровеет и требует, чтобы вы лично «решили вопрос» с конкурентом по-братски.","Не лезть в спор олигархов","Прижать конкурента Усманова"
"EXTRA_CARDS","46","","7","Борис Усманов","Усманов предлагает построить 1000 детских площадок за свой счет, но с огромным логотипом USM на каждой качели.","Отказать в пиаре олигарха","Согласиться на площадки"
"EXTRA_CARDS","47","","7","Борис Усманов","Усманов хочет застроить берег заповедного озера элитными виллами для чиновников. 500 семей местных рыбаков лишатся доступа к воде.","Запретить застройку озера","Разрешить виллы Усманову"
"EXTRA_CARDS","48","","7","Борис Усманов","Усманов предлагает создать частную тюрьму для спасения госбюджета — обещает дешевое содержание зэков. Правозащитники вопят.","Запретить частные тюрьмы","Разрешить тюрьму USM"
"EXTRA_CARDS","49","","7","Борис Усманов","Запад внёс Усманова в персональный санкционный список: его яхту «Матрёшка» арестовали в порту Барселоны. Борис со слезами умоляет компенсировать утрату из бюджета — «по-человечески».","Отказать в компенсации","Компенсировать из казны"
"EXTRA_CARDS","50","forever_peace_building","1","Генерал Валерий Громов","Громов докладывает: операция не закончилась, она просто перешла в стадию «вечного строительства мира». Зубов молча показывает бюджет, где вместо школ теперь туман.","Объявить пятилетку мира","Заморозить фронт"
"EXTRA_CARDS","51","lifetime_mobilization","3","Николай Сенин","Сенин предлагает новый порядок: однажды прошёл медкомиссию — значит, Родина может вспомнить о тебе в любой момент. Военкоматы уже сверяют абонементы спортзалов с базой госуслуг.","Принять вечную повестку","Оставить старый призыв"
"EXTRA_CARDS","52","pet_agent_registry","2","Елена Власова","Власова с серьёзным лицом объясняет поправки: иностранная поддержка бывает не только грантами, но и кормом из-за границы. Реестр домашних агентов готовят на случай, если у оппозиции появятся слишком лояльные питомцы.","Запустить реестр","Сделать вид, что это шутка"
"EXTRA_CARDS","53","eighty_eight_percent","2","Елена Власова","ЦИК приносит красивую цифру с десятыми долями. Власова предлагает назвать её «национальным праздником согласия», но Стрельцова шепчет, что очереди в полдень выглядят не как согласие.","Устроить праздник 88%","Не трогать очереди"
"EXTRA_CARDS","54","noon_silence","6","Юлия Стрельцова","Стрельцова сообщает: после смерти заключённого, чьё имя теперь произносят тише новостей о курсе валют, люди договариваются прийти на участки ровно в полдень. Сенин уже считает минуты экстремизмом.","Не мешать полудню","Запретить очереди"
"EXTRA_CARDS","55","iron_for_the_front","3","Николай Сенин","Сенин показывает новый отчёт: за дискредитацию теперь можно конфисковать имущество. В регионах уже описывают бытовую технику у тех, кто перепутал кухню с политической трибуной.","Отправить утюги фронту","Ограничиться штрафами"
"EXTRA_CARDS","56","plasticine_cheese","0","Аркадий Зубов","Зубов докладывает об успехах импортозамещения: сыр уже почти не отличается от сыра, если не читать состав. Усманов предлагает премиальную линейку детского питания «Пластилинчик».","Субсидировать продукт","Проверить заводы"
"EXTRA_CARDS","57","amendment_2100","5","Патриарх Варсонофий","Варсонофий приносит проект поправки «о непрерывности исторической миссии». Власова уверяет, что срок до 2100 года — просто техническая формальность, чтобы ЦИК не печатал лишние фамилии.","Одобрить вечность","Оставить иллюзию сроков"
"EXTRA_CARDS","58","gym_draft_raid","1","Генерал Валерий Громов","Громов недоволен планом призыва: самые здоровые граждане почему-то прячутся между беговыми дорожками. Военкомы предлагают проверить фитнес-клубы под видом бесплатного замера давления.","Провести рейды","Искать добровольцев"
"EXTRA_CARDS","59","mood_bracelets","3","Николай Сенин","Сенин запускает пилот «улыбка 24/7»: браслеты измеряют настроение граждан и отправляют приглашение на профилактическую беседу, если тревога превышает плановую норму.","Выдать браслеты","Оставить пилот элитам"
"EXTRA_CARDS","60","delo_arc_start","0","Аркадий Зубов","Зубов кладет на стол секретное досье: один из высокопоставленных чиновников Военного приказа перехвачен на связи с ЦРУ. Это чистая государственная измена. «Медлить нельзя, господин Президент!»","Арестовать","Проверить тихо"
"EXTRA_CARDS","61","naslednik_arc_start","0","Аркадий Зубов","Зубов осторожно: «Господин Президент, в аппарате все чаще обсуждают будущий транзит власти. Технократ Волков стремительно набирает популярность среди молодежи и бизнеса».","Приблизить","Нейтрализовать"
"EXTRA_CARDS","62","panorama_smeh_inoagent","2","Елена Власова","Власова докладывает: Парламент Варонии принял закон, запрещающий смеяться над шутками иноагентов. Каждый смех приравнивается к «вторичному распространению враждебного нарратива». Штраф — 100 тысяч рублей.","Подписать закон о смехе","Отклонить закон"
"EXTRA_CARDS","63","panorama_dve_vkladki","3","Николай Сенин","Сенин докладывает: ФСБ зафиксировала опасную тенденцию — граждане открывают две вкладки браузера одновременно, одна из которых ведёт на иностранный сайт. Экологи предупреждают об «информационном загрязнении цифровой среды Чебунета».","Ввести лимит в одну вкладку","Оставить браузеры в покое"
"EXTRA_CARDS","64","panorama_pustoy_plakat","3","Николай Сенин","Сенин требует внести чистый лист бумаги в реестр экстремистских символов. «Незаполненное пространство — это открытый призыв написать на нём лозунг против власти», — заявил он на заседании Совбеза.","Внести пустой лист в реестр","Отказать Сенину"
"EXTRA_CARDS","65","panorama_ext_list_school","2","Елена Власова","Министерство просвещения предлагает включить в ЕГЭ по обществознанию обязательный раздел «Знаем врагов в лицо»: варонийские школьники обязаны выучить наизусть все 847 организаций из государственного реестра экстремистов.","Внедрить раздел в ЕГЭ","Не трогать программу"
"EXTRA_CARDS","66","panorama_zakon_nigilizm","3","Николай Сенин","Сенин предлагает закон о запрете нигилизма: «публичное отрицание ценностей государственной стабильности» карается сроком до пяти лет. Первый фигурант уже задержан — за пожатие плечами на пресс-конференции.","Принять антинигилистический закон","Ветировать закон"
"EXTRA_CARDS","67","panorama_nalog_ateizm","5","Патриарх Варсонофий","Патриарх Варсонофий предлагает ввести пятипроцентный налог на атеизм: неверующие обязаны отчислять долю дохода на восстановление храмов. «Рынок духовности тоже должен балансироваться», — пояснил он.","Ввести налог на безбожников","Отклонить налог Варсонофия"
"EXTRA_CARDS","68","panorama_ikony_church","5","Патриарх Варсонофий","Патриарх Варсонофий требует: иконы стоимостью свыше 100 тысяч рублей — сдать церкви добровольно-принудительно. В качестве компенсации — 5% стоимости картой «Пушкин» и справка об участии в культурном возрождении Варонии.","Поддержать изъятие икон","Отказать Варсонофию"
"EXTRA_CARDS","69","panorama_post_sanctions","5","Патриарх Варсонофий","Патриарх Варсонофий предлагает объявить бессрочный Великий пост «до полного снятия западных санкций». Он убеждён: духовное воздержание укрепит экономику лучше любых реформ. Минздрав попросил уточнить плановые сроки.","Объявить санкционный пост","Оставить пост добровольным"
"EXTRA_CARDS","70","panorama_mvd_shutki","2","Елена Власова","МВД Варонии опубликовало официальный перечень тем, недопустимых для юмора: президент, армия, Сенин, курс рубля, длина очередей и размер пенсий. Команды КВН уже сдают сценарии на предварительную цензурную проверку.","Одобрить список МВД","Отозвать список МВД"
"EXTRA_CARDS","71","panorama_importozam","0","Аркадий Зубов","Зубов докладывает: программа импортозамещения исчерпала себя — отечественного производства не хватает. Разработан новый курс: «реимпортозамещение» — заменяем отечественное обратно иностранным, но с патриотической наценкой 300%.","Запустить реимпортозамещение","Продолжить замещение"
"EXTRA_CARDS","72","panorama_nalog_importozam","0","Аркадий Зубов","Министерство экономики предлагает ввести специальный налог за покупку иностранных товаров из утверждённого перечня — 847 позиций, включая пармезан, шведскую мебель и жевательную резинку.","Ввести патриотический налог","Отклонить список из 847"
"EXTRA_CARDS","73","panorama_perp_import","4","Посол Сара Хартли","Хартли сообщает: посредники из нейтральных стран готовы поставлять западные товары через «перпендикулярный импорт» — схема легальна, пока никто не смотрит под прямым углом. Наценка составляет 300% от исходной цены.","Легализовать схему","Заблокировать посредников"
"EXTRA_CARDS","74","panorama_kpop","3","Николай Сенин","Сенин требует запретить k-pop как инструмент южнокорейской «мягкой силы». «Молодёжь Варонии добровольно учит корейский и перенимает культурные коды противника — это уже разведывательная угроза», — настаивает он.","Запретить k-pop в Варонии","Оставить k-pop молодёжи"
"EXTRA_CARDS","75","panorama_voice_messages","4","Посол Сара Хартли","Хартли сообщает: Брюссель рассматривает санкции против голосовых сообщений в западных мессенджерах — Варония использует их для обхода текстовых фильтров. Google Translate грустно молчит.","Перейти на Чебу-мессенджер","Игнорировать санкции ЕС"
"EXTRA_CARDS","76","panorama_cik_error","2","Елена Власова","ЦИК Варонии опубликовал официальные итоги выборов за три дня до начала голосования. Явка — 146%. Пресс-служба Власовой назвала это «превентивной демократией» и попросила граждан не обращать внимания.","Признать превентивную демократию","Аннулировать досрочный ЦИК"
"EXTRA_CARDS","77","panorama_gey_lussac","3","Николай Сенин","Сенин предлагает переименовать Закон Гей-Люссака в «Закон Традиционных Газов». «Иностранная фамилия с идеологически нежелательным корнем не должна присутствовать в учебниках физики Варонии», — объяснил он.","Переименовать закон физики","Оставить Гей-Люссака в покое"
"EXTRA_CARDS","78","panorama_deputat_zapret","2","Елена Власова","Парламент Варонии принял резолюцию: называть депутатов «людьми, которые всё запрещают» — запрещено. Штраф — 50 тысяч рублей. Пресс-служба Власовой назвала это «защитой деловой репутации народных избранников».","Одобрить защиту репутации","Ветировать резолюцию"
"EXTRA_CARDS","79","panorama_trump_gosduma","4","Посол Сара Хартли","Хартли ошарашена: Трамп официально подал заявку на мандат вице-спикера Парламента Варонии. «Хочу посмотреть изнутри, как это работает», — объяснил он. Его рейтинг в Варонии уже выше, чем у трёх министров вместе взятых.","Принять заявку Трампа","Отклонить заявку вежливо"
"EXTRA_CARDS","80","panorama_usm_akcii","7","Борис Усманов","Усманов сообщает: акции его холдинга упали после публикации о качестве продукции. Он просит подписать президентский указ о «ручной стабилизации котировок» и небольшой помощи из Фонда национального благосостояния.","Подписать указ об акциях","Отказать в ручном управлении"
"EXTRA_CARDS","81","panorama_zelyonka_vpn","3","Николай Сенин","Роскомнадзор Варонии разослал официальные рекомендации: зелёнка, нанесённая на экран монитора, блокирует VPN-трафик на физическом уровне. Горячая линия уже принимает отчёты о результатах от 300 добросовестных граждан.","Одобрить рекомендации","Отозвать рекомендации"
"EXTRA_CARDS","82","panorama_oxygen","3","Николай Сенин","Роспотребнадзор планирует запретить кислород E948 и водород E949 как «иностранные молекулы, аналогов которым нет в реестре отечественного сырья». Минздрав запросил уточнение сроков внедрения и порядка замены воздуха.","Поддержать запрет молекул","Отклонить запрет кислорода"
"EXTRA_CARDS","83","panorama_tv_ideology","2","Елена Власова","Власова предлагает закон: «идеология отказа от просмотра государственного телевидения» признаётся деструктивной и наказывается обязательными общественными работами. Рейтинг госканалов вырос по итогам квартала на 0.003%.","Принять закон об обязательном ТВ","Ветировать телевизионный закон"
"EXTRA_CARDS","84","panorama_shashlyk","1","Генерал Валерий Громов","Громов представил инициативу: самостоятельное маринование мяса в домашних условиях признаётся нелицензированной пищевой деятельностью. Штраф — 30 тысяч рублей. Шашлык разрешён только через аккредитованные маринаторские кооперативы.","Лицензировать маринаторов","Отказать Громову"
"EXTRA_CARDS","85","panorama_cats_boxes","6","Юлия Стрельцова","Стрельцова зачитывает петицию зоозащитников: Пизулина предлагает лицензировать все картонные коробки для домашних животных. Без QR-печати коробка считается «неконтролируемым пространством воспитания».","Лицензировать коробки","Оставить котам их коробки"
"EXTRA_CARDS","86","","4","Посол Сара Хартли","Хартли передаёт пакет: разморозят часть золотовалютных резервов в обмен на международное расследование по сбитому борту. Сенин шепчет, что это ловушка и капитуляция.","Согласиться на расследование","Послать комиссию подальше"
"EXTRA_CARDS","87","","4","Посол Сара Хартли","Хартли предупреждает мягко, по-дипломатически: следующий пакет санкций ударит лично по яхтам и виллам ваших друзей по кооперативу. Усманов уже звонит вам каждые пять минут.","Тихо договориться с Западом","Назвать это русофобией"
"EXTRA_CARDS","88","","4","Посол Сара Хартли","Хартли приглашает Варонию обратно за стол большой дипломатии — но с условием вывести «вежливых людей» из спорных территорий. В Генштабе Громов багровеет.","Начать переговоры","Своё не отдаём"
"EXTRA_CARDS","89","","5","Патриарх Варсонофий","Варсонофий освятил новый ракетный комплекс и предлагает добавить в школьную программу «Основы православного миродержавия» вместо физики. Физики пишут заявления на выезд.","Заменить физику Законом Божьим","Оставить физику в школе"
"EXTRA_CARDS","90","","5","Патриарх Варсонофий","Варсонофий требует построить главный храм Вооружённых Сил вдвое выше прежнего — со ступенями из переплавленной трофейной техники. Зубов хватается за сердце, глядя на смету.","Построить храм-рекордсмен","Урезать смету вдвое"
"EXTRA_CARDS","91","","5","Патриарх Варсонофий","Варсонофий предлагает учредить церковный суд над «духовными иноагентами» — теми, кто празднует Хэллоуин и слушает западную музыку. Список уже на 12 миллионов человек.","Создать церковный суд","Отклонить инквизицию"
"NARUZHU_CARDS","0","naruzhu_vpn_traffic","3","Николай Сенин","Сенин докладывает: после замедления YouTube число скачиваний VPN-сервиса Наружу достигло 3 миллионов. Граждане массово обходят блокировки.","Заблокировать Наружу","Не вмешиваться"
"NARUZHU_CARDS","1","","3","Николай Сенин","Оппозиция использует зашифрованные протоколы VPN-сервиса Наружу для координации митингов. Сенин требует заставить провайдеров блокировать любые шифрованные каналы.","Обязать блокировать","Оставить как есть"
"NARUZHU_CARDS","2","","4","Посол Сара Хартли","Хартли сообщает: в международных индексах свободы интернета мы упали на последнее место. Без VPN-сервиса Наружу даже филиалы китайских банков не могут провести платежи.","Снять часть блокировок","Оставить все блокировки"
"NARUZHU_CARDS","3","","2","Елена Власова","Екатерина Пизулина предлагает закон: все VPN-провайдеры обязаны передать ключи шифрования ФСБ. Разработчики VPN-сервиса Наружу заявили, что скорее уйдут с нашего рынка.","Принять закон Пизулиной","Отклонить закон"
"NARUZHU_CARDS","4","","6","Юлия Стрельцова","Стрельцова: миллионы наших эмигрантов в Вильнюсе не могут связаться с родными из-за блокировок мессенджеров — они используют VPN Наружу. Ваша цензура разорвала семьи.","Открыть каналы связи","Это их личный выбор"
"NARUZHU_CARDS","5","naruzhu_youtube_throttle","3","Николай Сенин","Сенин докладывает: YouTube замедлен до 240p по решению Надзора Чебунета. Загрузка ролика занимает 40 минут. Число пользователей VPN Наружу выросло на 800% за неделю.","Заблокировать полностью","Снять замедление"
"NARUZHU_CARDS","6","naruzhu_varonpedia","3","Николай Сенин","Сенин сообщает: Wikipedia заблокирована за «исторические фальсификации». Министерство просвещения предлагает запустить ВаронПедию — энциклопедию с правильными фактами. Редакторов будет назначать Совбез.","Запустить ВаронПедию","Разблокировать Wikipedia"
"NARUZHU_CARDS","7","naruzhu_sovereign_net","3","Николай Сенин","Сенин предлагает закон о «суверенном Чебунете»: установить на всех провайдерах ТСПУ — блоки глубокой инспекции пакетов, которые фильтруют весь трафик. Без VPN Наружу обходить их будет невозможно.","Принять закон о ТСПУ","Отклонить закон"
"NARUZHU_CARDS","8","naruzhu_yarovaya_law","2","Елена Власова","Пизулина продвигает «Закон о хранении данных»: провайдеры обязаны записывать весь трафик граждан на 6 месяцев и передавать ФСБ по первому запросу. Операторы плачут от стоимости серверов.","Принять закон слежки","Отклонить закон"
"NARUZHU_CARDS","9","naruzhu_vpn_ad_ban","2","Елена Власова","Парламент Варонии рассматривает закон: реклама VPN-сервисов, обходящих блокировки Надзора Чебунета, запрещена. VPN Наружу придётся убрать упоминания из магазинов приложений Варонии.","Принять запрет рекламы","Отклонить запрет"
"NARUZHU_CARDS","10","naruzhu_blogger_registry","2","Елена Власова","Власова предлагает реестр: блогеры с аудиторией более 10 000 человек обязаны зарегистрироваться в Надзоре Чебунета и указать паспортные данные. Анонимный Чебунет официально закончился.","Создать реестр блогеров","Отклонить реестр"
"NARUZHU_CARDS","11","naruzhu_meta_extremist","3","Николай Сенин","Сенин предлагает признать варонийское подразделение Meta экстремистской организацией. Instagram и Facebook будут заблокированы, пользователи должны удалить аккаунты — или использовать VPN Наружу.","Признать Meta экстремистами","Ограничиться штрафами"
"NARUZHU_CARDS","12","naruzhu_biometric_metro","3","Николай Сенин","Сенин докладывает: система распознавания лиц на 80 000 камерах по всей Варонии готова к запуску. База данных включает фото всех граждан из паспортных столов. Оппозиция в панике.","Запустить систему слежки","Ограничить применение"
"NARUZHU_CARDS","13","naruzhu_payments_blocked","0","Аркадий Зубов","Зубов докладывает: Apple Pay, Google Pay и Visa отключены по западным санкциям. Граждане массово покупают VPN Наружу за криптовалюту — единственный работающий способ оплаты иностранных сервисов.","Создать «ВаронПей»","Договориться с Visa"
"NARUZHU_CARDS","14","naruzhu_reading_criminal","3","Николай Сенин","Сенин предлагает поправки: систематическое чтение иностранных новостных ресурсов без специального разрешения приравнивается к «потреблению враждебного контента». Штраф — до 500 тысяч, рецидив — уголовное дело.","Принять поправки","Отклонить поправки"
"NARUZHU_CARDS","15","naruzhu_browser_mandate","2","Елена Власова","Госдума предлагает закон: все смартфоны и компьютеры, продаваемые в Варонии, обязаны иметь предустановленный «ЧебуБраузер» в качестве браузера по умолчанию. Chrome, Firefox и Safari — под запретом.","Принять закон о браузере","Отклонить закон"
"NARUZHU_CARDS","16","naruzhu_sorm3","3","Николай Сенин","Сенин требует внедрить СОРМ-3: все интернет-провайдеры устанавливают оборудование ФСБ для перехвата любого трафика в реальном времени без ордера. Провайдеры даже не имеют права знать, что перехватывается.","Внедрить СОРМ-3","Оставить СОРМ-2"
"NARUZHU_CARDS","17","naruzhu_chebutube","2","Елена Власова","Власова предлагает создать государственный видеохостинг «ЧебуТуб» с суверенной рекомендательной системой. Ролики о политике модерируются вручную. Иностранный контент — только с разрешения Совбеза.","Запустить ЧебуТуб","Инвестировать в скорость сети"
"NARUZHU_CARDS","18","naruzhu_butter_safe","0","Аркадий Зубов","Зубов докладывает: из-за взлета цен сливочное масло в супермаркетах теперь продают в сейфах с магнитными замками. Минсельхоз предлагает заменить его патриотическим спредом из пальмового конденсата под брендом «Родная Пальма».","Запретить сейфы","Одобрить «Родную Пальму»"
"NARUZHU_CARDS","19","naruzhu_rate_25","0","Аркадий Зубов","Инфляция бьет рекорды! Зубов требует поднять ключевую ставку до 25%. «Да, производство встанет, а ипотека станет мифом, но зато цены на гробы временно стабилизируются!» — уверяет он.","Поднять до 25%","Включить печатный станок"
"NARUZHU_CARDS","20","naruzhu_steam_ban","2","Елена Власова","Власова докладывает: Надзор Чебунета не просто заблокировал Steam и Discord, а предложил заменить игровые ники паспортными именами. Миллионы геймеров бунтуют. Минцифры зовёт их в суверенный симулятор лапты и чат «Окоп».","Разблокировать платформы","Поддержать блокировку"
"NARUZHU_CARDS","21","naruzhu_childfree_tax","2","Елена Власова","Власова предлагает закон «О налоге на эгоизм»: 20% от дохода для всех граждан без детей к 25 годам. Патриарх Варсонофий в восторге: «Дети — это демографический долг царю!»","Принять закон","Отклонить безумие"
"NARUZHU_CARDS","22","naruzhu_smart_intercom","3","Николай Сенин","Сенин хвастается кибер-разработкой: умные домофоны распознают лица призывников на входе и блокируют двери до приезда конвоя. «Ни один уклонист не сбежит от любви к Родине!»","Внедрить систему","Запретить установку"
"NARUZHU_CARDS","23","naruzhu_quadrobers","3","Николай Сенин","Сенин докладывает: спецслужбы накрыли подпольную ячейку квадроберов. Дети в масках котиков мяукали на портрет губернатора. Он требует приравнять хвостики к экстремистской символике.","Запретить звериный оскал","Отправить Сенина в отпуск"
"NARUZHU_CARDS","24","naruzhu_su_z","1","Генерал Валерий Громов","Громов требует выпустить в рейс первый полностью импортозамещенный самолет «Сухой-Z». Правда, тормоза китайские, двигатель от трактора, а вместо радара приклеили икону. Пилоты крестятся и отказываются лететь.","Приказать взлетать","Отправить на доработку"
"NARUZHU_CARDS","25","naruzhu_nk_eggs","7","Борис Усманов","Олигарх Усманов докладывает: из-за тотального дефицита куриных яиц его фирмы наладили параллельный импорт из КНДР. Он требует $100 млн субсидий на компенсацию «сложнейшей логистики через тайгу».","Выделить субсидии","Отказать в распиле"
"NARUZHU_CARDS","26","naruzhu_darwin_ban","5","Патриарх Варсонофий","Патриарх Варсонофий требует убрать теорию Дарвина из школьных учебников: «Идея, что человек произошел от обезьяны, оскорбляет армию и ведет к майданам! Мы сделаны из священной глины, и точка!»","Запретить Дарвина","Сохранить биологию"
